name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
bristol,2021-01-01,3,-1.3,1.1,0,-3.2,-1.2,0.3,94.6,0.33,100,8.33,"rain,snow",0,0,,14.5,347.3,1012.7,74.5,10.2,14.6,1.3,1,,2021-01-01T08:15:50,2021-01-01T16:12:30,0.53,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-01-02,3,-1,1.1,1,-5.4,-1.9,-0.1,91.8,0.68,100,12.5,"rain,snow",0,0,,21.4,337.1,1017.2,64.2,11.2,20.5,1.7,2,,2021-01-02T08:15:41,2021-01-02T16:13:35,0.56,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-01-03,3.1,0,1.7,0,-4.5,-2.7,1.4,97.6,0.28,100,12.5,"rain,snow",0,0,,26.7,30.9,1018.5,95.8,8.2,12.9,1.2,1,,2021-01-03T08:15:30,2021-01-03T16:14:43,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-01-04,3.3,1,2.2,-1.9,-5,-3.2,0.7,90.5,0,0,0,,0,0,50,31.3,33.6,1020.7,88.2,12.4,15.5,1.5,1,,2021-01-04T08:15:15,2021-01-04T16:15:53,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-01-05,3.1,0.1,1.4,-2.6,-5.3,-3.9,-0.5,87.4,0,0,0,,0,0,,31.7,24.8,1021.6,80.5,14.2,32.4,2.8,2,,2021-01-05T08:14:56,2021-01-05T16:17:06,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-01-06,2.3,-1,1,-1,-5.8,-3.5,-0.1,92.3,0,0,0,,0,0,,25.9,28,1020.8,83.2,11.8,14,1.2,1,,2021-01-06T08:14:35,2021-01-06T16:18:22,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-01-07,1.4,-3,-0.9,0.4,-6.1,-2.6,-1.3,97.1,0,0,0,,0,0,,13.5,274.8,1019.4,38.1,6.2,19.8,1.8,1,,2021-01-07T08:14:10,2021-01-07T16:19:39,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-01-08,1.1,-0.3,0.8,0.8,-4.4,-2.1,0.3,97,0.25,100,8.33,"rain,snow",0,0,,17.6,34.9,1018.5,93.9,7.3,9,0.7,0,,2021-01-08T08:13:42,2021-01-08T16:20:59,0.87,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-01-09,0.1,-1.8,-0.7,0.1,-6.6,-3.2,-0.8,99.1,0,0,0,,0,0,,16.6,48.5,1026.6,94.1,2.2,15.7,1.4,1,,2021-01-09T08:13:11,2021-01-09T16:22:21,0.92,Overcast,Cloudy skies throughout the day.,cloudy,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-01-10,4.9,-1.1,1.7,2.2,-4,-0.8,1.3,96.7,0.03,100,4.17,rain,0,0,,14.1,258.8,1026.5,82.9,7.9,23.5,2.1,2,,2021-01-10T08:12:36,2021-01-10T16:23:45,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,C2888,EGGD"
bristol,2021-01-11,8.1,4.9,6.3,3.9,0.7,2.2,5.6,95.1,0.78,100,16.67,rain,0,0,46.4,37,254.1,1018.8,96.9,9.3,17.2,1.4,1,,2021-01-11T08:11:59,2021-01-11T16:25:11,0.99,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,03724399999,D1143,D9855,03740099999,EGGD"
bristol,2021-01-12,8.8,4,7,7.4,1.9,4.2,6.6,97.5,3.9,100,41.67,rain,0,0,66.6,44.6,269.5,1015,97,6.9,11.2,0.9,1,,2021-01-12T08:11:18,2021-01-12T16:26:39,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-01-13,9,4.8,7.6,5.7,3.4,4.2,7.4,99,3.29,100,20.83,rain,0,0,,40.6,256.8,1019.2,84.2,3.1,11.7,1,1,,2021-01-13T08:10:34,2021-01-13T16:28:08,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03746099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-01-14,9.1,2.2,7.5,6.5,-1.7,4,6.7,95,4.2,100,29.17,rain,0,0,47.9,27.4,287,1017.6,96.8,9.4,13.3,1.2,1,,2021-01-14T08:09:48,2021-01-14T16:29:40,0.01,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,E8854,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-01-15,2.8,-0.8,0.8,0.2,-4.8,-1.8,0.1,95.1,0.05,100,4.17,rain,0,0,,18.9,93.5,1029.7,73,8.3,24.2,2.1,1,,2021-01-15T08:08:58,2021-01-15T16:31:13,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03853099999,03743099999,03716099999,03644099999,D1143,D9855,03740099999,EGGD"
bristol,2021-01-16,8.2,3.8,6.2,4.8,-0.8,2.4,4.7,90.3,5.04,100,25,rain,0,0,37.1,27.3,233.4,1019.5,90.8,10.3,33.2,2.8,2,,2021-01-16T08:08:06,2021-01-16T16:32:47,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-01-17,6.2,3,4.6,3.2,-1.6,1.1,3,89.1,0,0,0,,0,0,,22.2,260.2,1025.1,48.6,11.7,28.5,2.4,1,,2021-01-17T08:07:11,2021-01-17T16:34:23,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,C2888,EGGD"
bristol,2021-01-18,9.1,3.7,5.7,6.5,-0.4,2.6,5,95.2,0.28,100,12.5,rain,0,0,,22.2,216,1020.8,88.4,11.7,24.3,1.9,1,,2021-01-18T08:06:12,2021-01-18T16:36:00,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,D1143,D9855,03740099999,EGGD"
bristol,2021-01-19,10.1,9.1,9.5,10.1,5.1,6.8,8.7,95.2,4.07,100,54.17,rain,0,0,64.8,34.6,230.1,1003.3,98.7,10.4,15.7,1.3,1,,2021-01-19T08:05:12,2021-01-19T16:37:39,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-01-20,10.9,3.3,9.2,10.9,-2.8,6.4,8.7,97.3,11.99,100,83.33,rain,0,0,68.3,41.4,202.6,984.8,97.7,9.5,5.5,0.4,0,,2021-01-20T08:04:08,2021-01-20T16:39:19,0.23,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,E8854,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-01-21,6.1,2,4,2.8,-3,-0.3,2.1,88,9.03,100,33.33,rain,0,0,59.4,37.7,246.9,985.2,69.5,13,29.4,2.4,2,,2021-01-21T08:03:02,2021-01-21T16:41:00,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03853099999,E8854,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-01-22,6,1,2.6,3.4,-3.8,-0.8,1.8,94.3,0.82,100,8.33,rain,0,0,,21.7,243.5,992.6,42.2,12.2,40.6,3.5,2,,2021-01-22T08:01:53,2021-01-22T16:42:42,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,C2888,EGGD"
bristol,2021-01-23,3.2,-1.1,0.9,1.4,-4.3,-2.1,-0.8,89.1,0.43,100,12.5,"rain,snow",0,0,,21.5,278.5,996.4,32.6,11.4,51.7,4.5,2,,2021-01-23T08:00:42,2021-01-23T16:44:24,0.37,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03853099999,03743099999,03716099999,03724399999,03644099999,D9855,03740099999,C2888,EGGD"
bristol,2021-01-24,2.8,-0.6,0.8,0.4,-5.3,-2.7,-0.3,92.6,3.43,100,20.83,"rain,snow",0,0,,21.4,252.5,996.8,82.5,12.2,29,2.6,2,,2021-01-24T07:59:28,2021-01-24T16:46:08,0.41,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-01-25,4.1,-3,0.7,0,-6.7,-3.2,-1.7,83.6,0.23,100,12.5,"rain,snow",0,0,,22.4,269.7,1011.3,24.6,14.2,53.3,4.6,2,,2021-01-25T07:58:12,2021-01-25T16:47:53,0.44,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-01-26,7.9,1.6,4.5,5.6,-2.1,1.3,3,90.2,3.02,100,16.67,"rain,snow",0,0,,25.8,193.9,1014.6,83,10.4,13.3,1.1,1,,2021-01-26T07:56:54,2021-01-26T16:49:38,0.47,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,C2888,EGGD"
bristol,2021-01-27,9.1,7,8.3,9,3.5,6.2,8.3,99.8,2.69,100,58.33,rain,0,0,,21.6,243,1011.1,95.4,2.2,11.3,1.1,1,,2021-01-27T07:55:33,2021-01-27T16:51:25,0.49,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,E8854,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-01-28,10.3,9,9.9,10.3,5.1,8.7,9.7,98.6,12.34,100,33.33,rain,0,0,63,39.3,246.1,1001.8,94.7,5.9,23.4,1.9,2,,2021-01-28T07:54:10,2021-01-28T16:53:11,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,E8854,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-01-29,9.2,6.2,7.8,5.6,2.9,4.2,6.9,94.3,8.04,100,20.83,rain,0,0,61.2,40.4,256,999.3,93,9.9,38.4,3.2,3,,2021-01-29T07:52:44,2021-01-29T16:54:59,0.51,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,C2888,EGGD"
bristol,2021-01-30,6.9,2.1,4.1,5.2,-4.5,-1,3.5,96.1,8.27,100,45.83,rain,0,0,53.6,40,72.4,995.7,96.9,10.4,9.1,0.6,0,,2021-01-30T07:51:17,2021-01-30T16:56:46,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,E8854,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-01-31,2.1,-1.7,0.3,-3,-6.5,-4.5,-0.8,92.7,1.93,100,20.83,"rain,snow",0,0,,28.2,67.2,997.5,76.7,8.7,13.1,1,1,,2021-01-31T07:49:47,2021-01-31T16:58:35,0.54,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-02-01,3.9,1.1,2.1,1.6,-3.7,-1.1,1.7,97,0.31,100,16.67,"rain,snow",0,0,,23.3,73.8,996.8,99.9,3.4,14.4,1.1,1,,2021-02-01T07:48:16,2021-02-01T17:00:23,0.59,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,C2888,EGGD"
bristol,2021-02-02,11.9,4.1,8.8,11.9,0.3,6.5,7.5,91.7,6.55,100,50,rain,0,0,48.2,27,211.3,993.1,91,9,31.5,2.7,2,,2021-02-02T07:46:42,2021-02-02T17:02:12,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-02-03,8.2,5.8,7,6.9,2.8,4.4,4.9,86.8,0.65,100,12.5,rain,0,0,,24.2,240.1,996.7,70.9,11.4,40.6,3.5,2,,2021-02-03T07:45:07,2021-02-03T17:04:01,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-02-04,8.9,4.5,6.6,6.7,2.2,4.2,5.7,94.4,5.13,100,29.17,rain,0,0,,17.8,163.8,1006.5,70.3,9.3,17.9,1.5,1,,2021-02-04T07:43:29,2021-02-04T17:05:51,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-02-05,9,2.9,5.6,6.3,0.5,3.1,4.4,92.3,3.63,100,20.83,rain,0,0,,19.4,211.1,1007.3,71.3,11.9,41.7,3.7,3,,2021-02-05T07:41:50,2021-02-05T17:07:40,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-02-06,5.9,-0.8,2.6,4.8,-3.4,0,1.3,91.5,0.56,100,12.5,rain,0,0,,19.1,59.4,1007.1,52,10.3,50.6,4.3,3,,2021-02-06T07:40:09,2021-02-06T17:09:30,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-02-07,3,0.1,1.5,-1.4,-6.7,-4.3,-2,78.4,0.35,100,16.67,rain,0,0,50,34.5,37.8,1006.4,97.6,11.7,26.5,2.3,1,,2021-02-07T07:38:26,2021-02-07T17:11:20,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"03853099999,E8854,03743099999,03716099999,03644099999,D9855,03740099999,C2888,EGGD"
bristol,2021-02-08,0.9,-1.9,-0.6,-5.7,-8.3,-7.1,-4.9,73.1,0,0,0,,0,0,57.6,37.4,50.1,1004.8,90.3,14.1,45.1,4,2,,2021-02-08T07:36:42,2021-02-08T17:13:10,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"03853099999,E8854,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-02-09,0,-2.8,-1.6,-6.5,-10.1,-8.2,-4.9,78.1,0.05,100,4.17,"rain,snow",0,0,53.6,38.2,67.7,1006.3,79.8,13.6,36.8,3,2,,2021-02-09T07:34:56,2021-02-09T17:15:00,0.97,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"03853099999,EGFF,E8854,03743099999,03716099999,03644099999,EGDY,D9855,03740099999,EGVA,EGGD"
bristol,2021-02-10,1.9,-3.9,-1.7,1,-10.3,-7.2,-5.4,76.3,0,0,0,,0,0,,28.5,51.2,1013,50.6,12,48.1,4.2,2,,2021-02-10T07:33:09,2021-02-10T17:16:50,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03853099999,EGFF,03743099999,03716099999,03644099999,EGDY,D9855,03740099999,EGVA,EGGD"
bristol,2021-02-11,0.1,-5.7,-2.4,-0.9,-11.7,-8.2,-6.1,76.7,0,0,0,,0,0,56.7,36.6,97.5,1024.6,60.1,10.2,43.9,3.9,2,,2021-02-11T07:31:19,2021-02-11T17:18:39,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03715099999,03853099999,EGFF,E8854,03743099999,03716099999,03644099999,03724399999,EGVA,EGDY,03649099999,D9855,03740099999,EGGD"
bristol,2021-02-12,2,-3.8,-1.3,-1.8,-11.6,-7.2,-7.5,63.3,0,0,0,,0,0,57.6,40.4,93.2,1027,43.5,10,67.9,6,3,,2021-02-12T07:29:29,2021-02-12T17:20:29,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EGFF,EGDY,D9855,EGVA,EGGD"
bristol,2021-02-13,1.1,-3.9,-1.4,-3.5,-11.6,-7.6,-6,71.2,0.16,100,4.17,"rain,snow",0,0,,30.9,113.2,1029,75,11.4,26.9,2.3,1,,2021-02-13T07:27:37,2021-02-13T17:22:19,0.02,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"EGFF,03853099999,03743099999,03716099999,03644099999,EGDY,D9855,03740099999,EGVA,EGGD"
bristol,2021-02-14,6.8,1.9,3.6,3,-4.1,-1.6,1.6,86.9,4.42,100,37.5,"rain,snow",0,0,59.4,35.6,144.2,1021.5,97.6,9.5,8.1,0.7,0,,2021-02-14T07:25:43,2021-02-14T17:24:09,0.04,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-02-15,10.9,7.7,8.9,10.9,4.3,7,7.6,92.3,3.87,100,20.83,rain,0,0,,26.2,195.6,1016.4,93.5,8.6,47.8,4.1,2,,2021-02-15T07:23:49,2021-02-15T17:25:58,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-02-16,10.1,6.9,8.8,10.1,4,6.4,7,88.7,3.9,100,25,rain,0,0,,29.4,211.7,1008.6,72.8,10.9,47.4,4.2,3,,2021-02-16T07:21:53,2021-02-16T17:27:47,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-02-17,10.9,6.9,8.9,10.9,3.8,6.1,7.5,90.8,6.85,100,37.5,rain,0,0,63,38.9,195.2,1007.4,85.1,9.7,32.3,2.5,2,,2021-02-17T07:19:55,2021-02-17T17:29:36,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-02-18,9,4,7.1,5.3,0.8,3.3,3.6,78.8,3.88,100,20.83,rain,0,0,59,33.9,214.4,1002.4,51.9,11.5,68.1,5.7,3,,2021-02-18T07:17:57,2021-02-18T17:31:25,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03724399999,03644099999,D9855,03740099999,EGGD"
bristol,2021-02-19,11,4.8,8.5,11,1.2,6,6.2,85.7,0.63,100,20.83,rain,0,0,67.9,40.7,180.9,1006,86.9,10.6,10.5,0.8,0,,2021-02-19T07:15:57,2021-02-19T17:33:14,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03853099999,EGFF,E8854,03743099999,03716099999,03644099999,EGDY,D9855,03740099999,EGGD"
bristol,2021-02-20,11.9,9,10.4,11.9,5,9,8.1,85.8,3.29,100,4.17,rain,0,0,64.8,38.1,170,999.4,82.8,10.6,23.2,2,1,,2021-02-20T07:13:57,2021-02-20T17:35:02,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"EGFF,03853099999,03743099999,03746099999,03716099999,EGDY,D9855,03740099999,03522099999,EGGD"
bristol,2021-02-21,11,8,9.4,11,5.7,8.1,8,90.8,1.01,100,8.33,rain,0,0,,15.4,155.6,1007,84.6,11.4,35,3,2,,2021-02-21T07:11:55,2021-02-21T17:36:50,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03853099999,EGFF,03743099999,03716099999,03644099999,03647099999,03746099999,EGDY,03649099999,D9855,03740099999,03522099999,EGGD,03749099999"
bristol,2021-02-22,9.9,6,7.5,9.9,2.9,5.8,5.5,87.5,2.53,100,25,rain,0,0,,21.2,242.5,1014.8,60.3,10.8,65.4,5.7,3,,2021-02-22T07:09:52,2021-02-22T17:38:38,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-02-23,12,5.9,9.4,12,3,7.9,5.9,79.1,0.03,100,4.17,rain,0,0,66.1,43.1,180.4,1020.1,69.4,11.8,55.2,4.8,4,,2021-02-23T07:07:48,2021-02-23T17:40:26,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03715099999,03853099999,E8854,03647099999,03743099999,03716099999,03644099999,03724399999,EGDY,D9855,03740099999,EGGD"
bristol,2021-02-24,13.2,10.2,11.7,13.2,10.2,11.7,8.5,80.6,0.13,100,8.33,rain,0,0,64.8,39.3,201.2,1019.8,88.4,12.3,41.4,3.7,3,,2021-02-24T07:05:43,2021-02-24T17:42:13,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03853099999,03743099999,03746099999,03716099999,03644099999,D9855,03740099999,C2888,EGGD"
bristol,2021-02-25,10.1,3,7.4,10.1,0.8,5.4,5.2,86.5,0.11,100,8.33,rain,0,0,,22.8,255.6,1027.4,60.2,16.9,83.3,7.3,4,,2021-02-25T07:03:38,2021-02-25T17:44:00,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03853099999,03743099999,03746099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-02-26,9.3,1.5,5.1,7.5,-0.5,3.4,2.3,83.2,0.14,100,4.17,rain,0,0,,14.2,275.7,1037.8,12.2,11.5,103.1,8.9,4,,2021-02-26T07:01:31,2021-02-26T17:45:47,0.5,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,C2888,EGGD"
bristol,2021-02-27,10.1,0.9,5,10.1,-1.6,3.5,2.4,84.7,0.06,100,4.17,rain,0,0,,10.8,32.5,1041.1,21.5,10.6,105.6,9.1,4,,2021-02-27T06:59:24,2021-02-27T17:47:33,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,C2888,EGGD"
bristol,2021-02-28,11.1,1.1,5.7,11.1,-2.5,3.1,2.5,81.6,0.05,100,4.17,rain,0,0,,24.7,64,1036.5,0,10.8,121.3,10.6,5,,2021-02-28T06:57:16,2021-02-28T17:49:20,0.51,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-03-01,9,1.3,4.2,6.1,-2.5,0.5,2.7,90,0.06,100,4.17,rain,0,0,,23.3,64.1,1030.3,47.1,6.9,64.6,5.5,4,,2021-03-01T06:55:07,2021-03-01T17:51:06,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03853099999,03743099999,03716099999,03644099999,D1143,D9855,03740099999,EGGD"
bristol,2021-03-02,5.3,1.1,2.7,1.8,-4,-1.5,1.8,94.5,0,0,0,,0,0,,21.1,57.9,1028.6,73.2,3.1,53.3,4.5,3,,2021-03-02T06:52:57,2021-03-02T17:52:51,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,C2888,EGGD"
bristol,2021-03-03,8.1,2.2,5.3,6.8,-1.6,2.8,4.9,96.9,0.82,100,12.5,rain,0,0,,15.6,52.9,1026,90.6,1.5,35.7,3.1,2,,2021-03-03T06:50:47,2021-03-03T17:54:37,0.61,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03853099999,E8854,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-03-04,6.1,2.4,4.1,4.3,-1,1,3,92.6,1.97,100,12.5,rain,0,0,,20.8,18.9,1024.9,96,5.6,29.6,2.5,2,,2021-03-04T06:48:36,2021-03-04T17:56:22,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,E8854,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-03-05,5,1.2,2.9,1,-2.5,-1,-2.1,70,0,0,0,,0,0,,24.8,45.4,1031.3,93.4,13.8,65.7,5.7,3,,2021-03-05T06:46:24,2021-03-05T17:58:06,0.72,Overcast,Cloudy skies throughout the day.,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-03-06,5.1,-1.7,1.8,2.1,-4.4,-0.8,-3.4,69.4,0,0,0,,0,0,,16.1,48.8,1033,69.2,14.6,98.6,8.7,4,,2021-03-06T06:44:12,2021-03-06T17:59:51,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-03-07,5.1,-1.7,1.3,3.1,-5.2,-0.9,-4.1,68,0,0,0,,0,0,,12.4,346.8,1027.2,52.9,12.6,128.3,11,5,,2021-03-07T06:42:00,2021-03-07T18:01:35,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-03-08,8.3,0.6,4,6.3,-2.2,1.8,-0.1,75.9,0,0,0,,0,0,,15.6,245.6,1023.8,55,10.9,123.1,10.7,5,,2021-03-08T06:39:47,2021-03-08T18:03:19,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-03-09,10.1,1,5.3,10.1,-2.7,2.4,1.9,80.1,0,0,0,,0,0,,20.4,212.4,1019.6,34.2,11,133.8,11.8,5,,2021-03-09T06:37:33,2021-03-09T18:05:03,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-03-10,11,6,8.3,11,1.5,5.4,6.8,90.2,2.51,100,16.67,rain,0,0,61.4,34.2,185.3,1004,90.5,9.7,27.3,2.5,1,,2021-03-10T06:35:19,2021-03-10T18:06:46,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
