name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
bristol,2021-12-01,10.1,2,6.8,10.1,-1.8,3.1,4.5,85.2,2.58,100,29.17,rain,0,0,55.4,34.9,294.6,1001.4,74.1,13,34.6,3,2,,2021-12-01T07:53:45,2021-12-01T16:04:55,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-02,4.9,0,2.2,1.6,-3.5,-1,-1.8,75.3,0.12,100,4.17,rain,0,0,27.7,21,300,1013,36.2,14.5,44.6,3.8,2,,2021-12-02T07:55:08,2021-12-02T16:04:20,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-03,9.1,1.9,6.8,8,-1.8,4.8,6.1,95.6,5.27,100,37.5,"rain,snow",0,0,27.3,20.9,221.1,1003.7,85.6,8.8,26.9,2.2,2,,2021-12-03T07:56:28,2021-12-03T16:03:47,1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,C2888,EGGD"
bristol,2021-12-04,6.8,4,5.3,5.8,-1,1.2,2.6,83.6,1.41,100,25,rain,0,0,53.2,36.4,270.4,999.6,52.7,12.1,42.4,3.8,2,,2021-12-04T07:57:47,2021-12-04T16:03:18,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-05,6,2.9,5,2.9,-0.4,1.2,1.4,77.7,0.55,100,12.5,rain,0,0,52.5,32.1,311.9,1009.5,82.8,14.9,12.8,1.1,1,,2021-12-05T07:59:03,2021-12-05T16:02:53,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,C2888,EGGD"
bristol,2021-12-06,8.1,1.8,4.3,4.4,-1.4,1,2.4,87.6,2.32,100,25,rain,0,0,54,31.9,241.5,1009.8,59.1,11.7,18.6,1.7,1,,2021-12-06T08:00:17,2021-12-06T16:02:30,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,03522099999,EGGD"
bristol,2021-12-07,7.9,1.9,5.2,3.7,-1.3,1.3,2.6,83.2,3.82,100,16.67,rain,0,0,67.3,47.7,182.8,993.9,70.9,10.9,13.3,1.1,1,,2021-12-07T08:01:29,2021-12-07T16:02:11,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-12-08,7,4.3,5.7,2,-1.5,0.6,1.3,73.9,0.85,100,8.33,rain,0,0,66,42.8,256.3,990.9,83.7,11.6,25.9,2.1,1,,2021-12-08T08:02:39,2021-12-08T16:01:55,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,C2888,EGGD"
bristol,2021-12-09,8.9,3.9,6.2,7.4,-0.7,2.8,3.6,83.7,4.11,100,33.33,rain,0,0,43.1,33.3,246.5,998.5,73,10.3,19.9,1.8,1,,2021-12-09T08:03:46,2021-12-09T16:01:43,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-12-10,6.3,3,4.7,2.5,-1.4,0.5,1.7,81.4,0.83,100,8.33,rain,0,0,52.1,30.5,276.3,1002,59.3,12.7,38.2,3.3,3,,2021-12-10T08:04:50,2021-12-10T16:01:33,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,C2888,EGGD"
bristol,2021-12-11,11,3.8,7.5,11,0.8,6,6,90.5,1,100,20.83,rain,0,0,26.3,23.5,211.7,1014.7,92,10.7,15.9,1.3,1,,2021-12-11T08:05:52,2021-12-11T16:01:28,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-12,12.1,10.2,11.2,12.1,10.2,11.2,9.9,92.2,0.15,100,12.5,rain,0,0,29.9,24.8,204.9,1018.4,98,11.6,20.6,1.7,1,,2021-12-12T08:06:51,2021-12-12T16:01:25,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-13,11,9.2,10.3,11,6.8,9.7,9,92.3,0.98,100,20.83,rain,0,0,37.6,21.8,191.8,1021.4,98,11.8,17.8,1.6,1,,2021-12-13T08:07:48,2021-12-13T16:01:26,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-14,11.1,9.9,10.3,11.1,7.6,9.6,9.5,95.1,0.08,100,8.33,rain,0,0,25.9,18.6,222.7,1025.9,95.5,10.8,14.3,1.1,1,,2021-12-14T08:08:41,2021-12-14T16:01:31,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-15,11.2,9.8,10.6,11.2,9.3,10.6,8.7,88.1,0,0,0,,0,0,20.1,16.9,231,1030.4,99.4,11.6,13.5,1.2,1,,2021-12-15T08:09:32,2021-12-15T16:01:39,0.44,Overcast,Cloudy skies throughout the day.,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-16,10.1,7.3,9.3,10.1,5.7,8.8,5.6,77.6,0,0,0,,0,0,15.8,9.4,98.3,1037.5,100,12.9,9.5,0.8,0,,2021-12-16T08:10:20,2021-12-16T16:01:50,0.47,Overcast,Cloudy skies throughout the day.,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-17,8.2,5.2,7.4,7.4,0.9,4.8,4.7,83.5,0,0,0,,0,0,29.5,25.7,69.3,1039.4,99,10,13.3,1.1,1,,2021-12-17T08:11:05,2021-12-17T16:02:05,0.49,Overcast,Cloudy skies throughout the day.,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-18,8,5,6.5,5.4,1.3,3.2,5.9,96.4,0,0,0,,0,0,32.6,22.5,65.3,1037.7,96.3,6.2,10.6,1,1,,2021-12-18T08:11:47,2021-12-18T16:02:23,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-19,5.1,2.3,3.9,2.1,-2.8,0.3,3.8,99.6,0.12,100,12.5,rain,0,0,30.8,23.8,57.8,1033.7,94,0.4,17,1.3,1,,2021-12-19T08:12:26,2021-12-19T16:02:44,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,C2888,EGGD"
bristol,2021-12-20,5.1,3.1,4.3,2.3,-1.6,0.7,2.9,90.8,0.06,100,4.17,rain,0,0,33.5,25.2,70.9,1027.8,100,12.4,6.7,0.5,0,,2021-12-20T08:13:01,2021-12-20T16:03:09,0.51,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-21,4.2,0.1,2.6,2.4,-3.7,0.1,0.2,83.9,0,0,0,,0,0,22.3,16.3,93.2,1023.8,89.1,11,19.2,1.9,1,,2021-12-21T08:13:34,2021-12-21T16:03:37,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-22,5.9,-2.5,2.4,3.6,-6.8,-1,1.1,91.3,0.38,100,16.67,rain,0,0,24.2,27.9,107.2,1016.3,59.4,9.1,17,1.4,1,,2021-12-22T08:14:03,2021-12-22T16:04:08,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-23,11,5.9,8.5,11,3.4,6.6,8.1,97.2,0.65,100,25,rain,0,0,24.2,26.8,187.5,1006.8,91.4,7.7,7.3,0.4,1,,2021-12-23T08:14:29,2021-12-23T16:04:43,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-12-24,9.8,6.7,8.4,8.3,4.6,6.6,7.9,96.7,3.78,100,62.5,rain,0,0,24.1,16.1,158.7,1002.4,79.4,9.4,7.9,0.5,0,,2021-12-24T08:14:51,2021-12-24T16:05:21,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-25,8,5.4,7.4,7,2.6,4.5,7.3,99.5,8.62,100,62.5,rain,0,0,33.5,25.5,102,1000.2,93.7,4.7,8.2,0.8,0,,2021-12-25T08:15:11,2021-12-25T16:06:02,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-26,10,5.8,8.1,9,4.7,7,7.5,96.6,3.82,100,37.5,rain,0,0,13.8,14.3,164.5,998.9,79.6,8.5,29.3,2.6,2,,2021-12-26T08:15:27,2021-12-26T16:06:46,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03724399999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-27,11.8,7.1,9.1,11.8,4,7.6,8.6,96.6,3.03,100,58.33,rain,0,0,39.8,26.9,138.4,989,94.1,8.7,17.7,1.3,1,,2021-12-27T08:15:39,2021-12-27T16:07:34,0.78,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,03724399999,D9855,03740099999,EGGD"
bristol,2021-12-28,10,7,8.5,10,1.8,5.2,7.6,93.9,3.81,100,50,rain,0,0,82.9,49.3,257.7,993.5,87.8,10.7,28.3,2.3,2,,2021-12-28T08:15:48,2021-12-28T16:08:24,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03724399999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-29,13.1,7.9,10.8,13.1,5.3,10.1,10.1,95.7,7.82,100,54.17,rain,0,0,58.8,39.5,221.1,1003.4,94.1,8.6,16.3,1.4,1,,2021-12-29T08:15:54,2021-12-29T16:09:17,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-30,13.9,12.2,13,13.9,12.2,13,11.7,92,0.81,100,25,rain,0,0,47.4,28.1,212.2,1011.1,98,11.4,14.7,1.3,1,,2021-12-30T08:15:57,2021-12-30T16:10:14,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
bristol,2021-12-31,13.2,11.2,12.2,13.2,11.2,12.2,11.2,93.2,4.55,100,33.33,rain,0,0,45.4,25.2,205.3,1015.4,96.1,10.3,12.2,1.1,1,,2021-12-31T08:15:56,2021-12-31T16:11:13,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
